timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2026-03-05 15:52:24,"$71,050.87",$1.42T,$53.6B,19.99M BTC,3.2% (24h),,
2026-03-05 16:27:44,"$71,433.13",$1.42T,$52.95B,19.99M BTC,2.42% (24h),,
2026-03-05 16:58:49,"$71,143.58",$1.42T,$52.72B,19.99M BTC,2.92% (24h),,
2026-03-05 17:29:14,"$71,132.38",$1.42T,$52.61B,19.99M BTC,3% (24h),,
2026-03-05 18:37:10,"$70,958.30",$1.41T,$50.56B,19.99M BTC,2.1% (24h),,
2026-03-05 19:07:36,"$70,921.50",$1.41T,$50.93B,19.99M BTC,2.48% (24h),,
2026-03-05 21:50:10,"$71,298.39",$1.42T,$50.19B,19.99M BTC,1.69% (24h),,
2026-03-05 23:25:42,"$70,951.67",$1.41T,$49.68B,19.99M BTC,2.46% (24h),,
2026-03-06 00:31:08,"$70,369.33",$1.4T,$49.53B,19.99M BTC,2.9% (24h),,
2026-03-06 01:07:10,"$70,352.47",$1.4T,$49.31B,19.99M BTC,2.63% (24h),,
2026-03-06 02:06:51,"$70,766.17",$1.41T,$48.88B,19.99M BTC,2.32% (24h),,
2026-03-06 02:49:21,"$71,103.74",$1.42T,$49.21B,19.99M BTC,1.52% (24h),,
2026-03-06 03:05:41,"$70,973.39",$1.41T,$48.41B,19.99M BTC,1.29% (24h),,
2026-03-06 03:55:09,"$70,826.58",$1.41T,$47.45B,19.99M BTC,2.03% (24h),,
2026-03-06 04:31:38,"$70,401.31",$1.4T,$46.74B,19.99M BTC,3.11% (24h),,
2026-03-06 05:04:48,"$70,642.18",$1.41T,$45.7B,19.99M BTC,2.74% (24h),,
2026-03-06 05:52:51,"$70,527.53",$1.41T,$45.09B,19.99M BTC,3.97% (24h),,
2026-03-06 06:23:30,"$70,555.44",$1.41T,$44.2B,19.99M BTC,3.49% (24h),,
2026-03-06 06:50:28,"$70,300.21",$1.4T,$43.68B,19.99M BTC,3.54% (24h),,
2026-03-06 07:03:42,"$70,178.75",$1.4T,$43.13B,19.99M BTC,3.46% (24h),,
2026-03-06 08:20:02,"$70,028.40",$1.4T,$44.56B,19.99M BTC,3.63% (24h),,
2026-03-06 09:04:46,"$69,224.09",$1.38T,$45.29B,19.99M BTC,4.6% (24h),,
2026-03-06 09:53:56,"$68,399.75",$1.36T,$47.4B,19.99M BTC,5.48% (24h),,
2026-03-06 10:30:19,"$68,889.83",$1.37T,$47.09B,19.99M BTC,3.36% (24h),,
2026-03-06 11:02:08,"$68,535.06",$1.37T,$46.49B,19.99M BTC,4.14% (24h),,
2026-03-06 11:58:01,"$68,479.50",$1.36T,$45.45B,19.99M BTC,3.99% (24h),,
2026-03-06 12:31:56,"$68,224.78",$1.36T,$45.3B,19.99M BTC,3.83% (24h),,
2026-03-06 13:04:15,"$68,133.90",$1.36T,$45.33B,19.99M BTC,3.79% (24h),,
2026-03-06 14:02:11,"$68,282.05",$1.36T,$44.97B,19.99M BTC,3.94% (24h),,
2026-03-06 14:44:09,"$68,220.67",$1.36T,$44.71B,19.99M BTC,4.06% (24h),,
2026-03-06 15:02:56,"$68,251.01",$1.36T,$44.84B,19.99M BTC,3.8% (24h),,
2026-03-06 15:48:24,"$68,058.07",$1.36T,$44.85B,19.99M BTC,4.27% (24h),,
2026-03-06 16:05:17,"$68,137.82",$1.36T,$44.91B,19.99M BTC,4.47% (24h),,
2026-03-06 16:40:50,"$68,162.60",$1.36T,$44.71B,19.99M BTC,4.18% (24h),,
2026-03-06 16:58:15,"$68,281.25",$1.36T,$44.57B,19.99M BTC,4.04% (24h),,
2026-03-06 17:25:13,"$68,313.15",$1.36T,$44.78B,19.99M BTC,4.13% (24h),,
2026-03-06 17:54:31,"$68,428.32",$1.36T,$44.3B,19.99M BTC,4.05% (24h),,
2026-03-06 18:21:48,"$68,351.12",$1.36T,$44.26B,19.99M BTC,3.99% (24h),,
2026-03-06 18:49:13,"$68,230.65",$1.36T,$43.86B,19.99M BTC,3.73% (24h),,
2026-03-06 19:01:46,"$68,131.79",$1.36T,$43.96B,19.99M BTC,3.88% (24h),,
2026-03-06 21:25:54,"$68,138.37",$1.36T,$41.67B,19.99M BTC,4.27% (24h),,
2026-03-06 23:12:36,"$67,961.94",$1.35T,$41.2B,19.99M BTC,4.21% (24h),,
2026-03-07 00:10:19,"$68,104.02",$1.36T,$41.03B,19.99M BTC,3.4% (24h),,
2026-03-07 00:51:53,"$68,052.97",$1.36T,$40.4B,19.99M BTC,3.01% (24h),,
2026-03-07 01:30:23,"$67,866.84",$1.35T,$40.12B,19.99M BTC,3.63% (24h),,
2026-03-07 02:06:07,"$67,612.26",$1.35T,$39.94B,19.99M BTC,4.49% (24h),,
2026-03-07 02:39:38,"$67,685.07",$1.35T,$39.93B,19.99M BTC,4.62% (24h),,
2026-03-07 02:55:20,"$67,827.73",$1.35T,$39.91B,19.99M BTC,4.61% (24h),,
2026-03-07 03:21:50,"$67,939.79",$1.35T,$39.51B,19.99M BTC,4.23% (24h),,
2026-03-07 03:53:59,"$67,918.19",$1.35T,$39.4B,19.99M BTC,4.12% (24h),,
2026-03-07 04:22:42,"$67,955.43",$1.35T,$38.95B,19.99M BTC,3.65% (24h),,
2026-03-07 04:50:29,"$68,001.20",$1.35T,$38.62B,19.99M BTC,3.5% (24h),,
2026-03-07 05:00:59,"$68,018.67",$1.36T,$38.46B,19.99M BTC,3.61% (24h),,
2026-03-07 05:29:15,"$67,929.97",$1.35T,$38.49B,19.99M BTC,3.94% (24h),,
2026-03-07 05:50:10,"$67,976.99",$1.35T,$38.14B,19.99M BTC,3.65% (24h),,
2026-03-07 06:01:06,"$67,873.51",$1.35T,$38.08B,19.99M BTC,3.72% (24h),,
2026-03-07 06:25:06,"$68,143.43",$1.36T,$37.98B,19.99M BTC,3.39% (24h),,
2026-03-07 06:41:57,"$68,079.48",$1.36T,$38.01B,19.99M BTC,3.58% (24h),,
2026-03-07 06:56:03,"$68,067.78",$1.36T,$37.85B,19.99M BTC,3.09% (24h),,
2026-03-07 07:31:04,"$68,027.56",$1.36T,$36.36B,19.99M BTC,2.87% (24h),,
2026-03-07 08:23:19,"$67,998.80",$1.35T,$34.89B,19.99M BTC,2.8% (24h),,
2026-03-07 08:54:34,"$67,931.77",$1.35T,$33.87B,19.99M BTC,2.82% (24h),,
2026-03-07 09:18:25,"$67,749.42",$1.35T,$31.4B,19.99M BTC,1.66% (24h),,
2026-03-07 09:45:01,"$68,019.56",$1.36T,$29.99B,19.99M BTC,0.93% (24h),,
2026-03-07 10:00:05,"$68,020.16",$1.36T,$29.44B,19.99M BTC,0.56% (24h),,
2026-03-07 10:25:32,"$67,946.75",$1.35T,$28.13B,19.99M BTC,1.52% (24h),,
2026-03-07 10:44:33,"$67,827.60",$1.35T,$27.53B,19.99M BTC,1.28% (24h),,
2026-03-07 10:59:13,"$67,903.74",$1.35T,$27.24B,19.99M BTC,0.89% (24h),,
2026-03-07 11:25:45,"$67,799.74",$1.35T,$26.42B,19.99M BTC,0.87% (24h),,
2026-03-07 11:50:04,"$67,775.27",$1.35T,$26.04B,19.99M BTC,1.19% (24h),,
2026-03-07 12:02:44,"$67,846.61",$1.35T,$25.78B,19.99M BTC,0.94% (24h),,
2026-03-07 12:34:38,"$67,871.88",$1.35T,$24.82B,19.99M BTC,0.51% (24h),,
2026-03-07 12:53:13,"$67,869.92",$1.35T,$24.22B,19.99M BTC,0.06% (24h),,
2026-03-07 13:23:31,"$67,665.07",$1.35T,$23.23B,19.99M BTC,0.94% (24h),,
2026-03-07 13:55:57,"$67,585.59",$1.35T,$22.98B,19.99M BTC,0.95% (24h),,
2026-03-07 14:16:56,"$67,527.28",$1.35T,$22.83B,19.99M BTC,1.28% (24h),,
2026-03-07 14:37:13,"$67,305.11",$1.34T,$22.99B,19.99M BTC,1.38% (24h),,
2026-03-07 14:49:39,"$67,213.85",$1.34T,$23.62B,19.99M BTC,1.27% (24h),,
2026-03-07 14:58:21,"$67,110.80",$1.34T,$23.95B,19.99M BTC,1.46% (24h),,
2026-03-07 15:21:17,"$67,213.09",$1.34T,$24.49B,19.99M BTC,1.25% (24h),,
2026-03-07 15:45:18,"$67,403.79",$1.34T,$24.15B,19.99M BTC,0.82% (24h),,
2026-03-07 15:59:50,"$67,403.14",$1.34T,$24.12B,19.99M BTC,1.08% (24h),,
2026-03-07 16:22:27,"$67,437.20",$1.34T,$23.39B,19.99M BTC,0.98% (24h),,
2026-03-07 16:43:22,"$67,339.62",$1.34T,$23.22B,19.99M BTC,1.23% (24h),,
2026-03-07 16:56:26,"$67,376.59",$1.34T,$23.21B,19.99M BTC,1.21% (24h),,
2026-03-07 17:16:07,"$67,334.92",$1.34T,$23.05B,19.99M BTC,1.38% (24h),,
2026-03-07 17:43:45,"$67,300.89",$1.34T,$23.09B,19.99M BTC,1.54% (24h),,
2026-03-07 17:59:33,"$67,232.28",$1.34T,$23.28B,19.99M BTC,1.72% (24h),,
2026-03-07 18:23:43,"$67,372.00",$1.34T,$23.28B,19.99M BTC,1.42% (24h),,
2026-03-07 18:44:00,"$67,330.46",$1.34T,$23.33B,19.99M BTC,1.27% (24h),,
2026-03-07 18:57:28,"$67,269.64",$1.34T,$23.25B,19.99M BTC,1.22% (24h),,
2026-03-07 20:42:53,"$67,238.67",$1.34T,$23.1B,19.99M BTC,1.46% (24h),,
2026-03-07 22:58:42,"$67,043.59",$1.34T,$24.1B,19.99M BTC,1.59% (24h),,
2026-03-08 00:09:35,"$66,935.64",$1.33T,$23.98B,19.99M BTC,1.72% (24h),,
2026-03-08 00:57:29,"$67,174.65",$1.34T,$24.64B,19.99M BTC,1.26% (24h),,
2026-03-08 01:36:08,"$67,065.76",$1.34T,$24.66B,19.99M BTC,1.15% (24h),,
2026-03-08 03:11:01,"$67,368.33",$1.34T,$24.26B,19.99M BTC,0.2% (24h),,
2026-03-08 03:44:24,"$67,345.90",$1.34T,$24.09B,19.99M BTC,0.64% (24h),,
2026-03-08 03:59:46,"$67,310.64",$1.34T,$24.19B,19.99M BTC,0.8% (24h),,
2026-03-08 04:33:20,"$67,268.12",$1.34T,$24.26B,19.99M BTC,1.07% (24h),,
2026-03-08 04:59:57,"$67,536.96",$1.35T,$24.55B,19.99M BTC,0.33% (24h),,
2026-03-08 05:31:40,"$67,783.51",$1.35T,$24.93B,19.99M BTC,0.24% (24h),,
2026-03-08 05:54:34,"$67,705.45",$1.35T,$25.18B,19.99M BTC,0.47% (24h),,
2026-03-08 06:19:32,"$67,916.63",$1.35T,$25.34B,19.99M BTC,0.14% (24h),,
2026-03-08 06:46:56,"$67,929.23",$1.35T,$25.79B,19.99M BTC,0.03% (24h),,
2026-03-08 07:00:39,"$67,889.77",$1.35T,$25.85B,19.99M BTC,0.01% (24h),,
2026-03-08 07:25:02,"$67,710.07",$1.35T,$25.95B,19.99M BTC,0.63% (24h),,
2026-03-08 07:43:17,"$67,476.42",$1.34T,$25.89B,19.99M BTC,0.88% (24h),,
2026-03-08 07:57:08,"$67,538.70",$1.35T,$26.08B,19.99M BTC,0.76% (24h),,
2026-03-08 08:33:19,"$67,379.73",$1.34T,$26.73B,19.99M BTC,0.92% (24h),,
2026-03-08 09:26:48,"$66,928.23",$1.33T,$27.35B,19.99M BTC,1.58% (24h),,
2026-03-08 09:55:53,"$67,192.46",$1.34T,$28.31B,19.99M BTC,1.09% (24h),,
2026-03-08 10:19:25,"$67,348.38",$1.34T,$28.32B,19.99M BTC,0.63% (24h),,
2026-03-08 10:46:22,"$67,076.92",$1.34T,$28.5B,19.99M BTC,1.41% (24h),,
2026-03-08 11:00:44,"$67,323.45",$1.34T,$28.52B,19.99M BTC,1.02% (24h),,
2026-03-08 11:27:13,"$67,215.41",$1.34T,$28.37B,19.99M BTC,1.04% (24h),,
2026-03-08 11:45:22,"$67,181.66",$1.34T,$28.51B,19.99M BTC,0.94% (24h),,
2026-03-08 11:59:07,"$67,197.58",$1.34T,$28.64B,19.99M BTC,1.05% (24h),,
2026-03-08 12:28:26,"$67,112.57",$1.34T,$28.81B,19.99M BTC,1.02% (24h),,
2026-03-08 12:52:50,"$66,907.83",$1.33T,$29.03B,19.99M BTC,1.28% (24h),,
2026-03-08 13:18:18,"$67,121.43",$1.34T,$29.21B,19.99M BTC,1.05% (24h),,
2026-03-08 13:44:09,"$67,042.50",$1.34T,$29.59B,19.99M BTC,1.23% (24h),,
2026-03-08 13:59:12,"$66,975.67",$1.33T,$29.67B,19.99M BTC,1.18% (24h),,
2026-03-08 14:34:13,"$66,966.01",$1.33T,$28.72B,19.99M BTC,0.85% (24h),,
2026-03-08 15:01:27,"$66,814.07",$1.33T,$29.09B,19.99M BTC,1.08% (24h),,
2026-03-08 15:29:32,"$67,209.76",$1.34T,$28.94B,19.99M BTC,0.04% (24h),,
2026-03-08 15:46:05,"$67,343.04",$1.34T,$28.98B,19.99M BTC,0.13% (24h),,
2026-03-08 15:57:41,"$67,316.08",$1.34T,$27.95B,19.99M BTC,0.41% (24h),,
2026-03-08 16:19:37,"$67,211.01",$1.34T,$28.59B,19.99M BTC,0.09% (24h),,
2026-03-08 16:45:49,"$67,305.11",$1.34T,$28.67B,19.99M BTC,0.14% (24h),,
2026-03-08 17:00:53,"$67,242.06",$1.34T,$28.34B,19.99M BTC,0.23% (24h),,
2026-03-08 17:29:02,"$66,972.76",$1.33T,$29.38B,19.99M BTC,0.74% (24h),,
2026-03-08 17:46:44,"$67,009.54",$1.34T,$29.24B,19.99M BTC,0.5% (24h),,
2026-03-08 17:57:39,"$66,974.20",$1.33T,$29.16B,19.99M BTC,0.6% (24h),,
2026-03-08 18:19:34,"$65,914.27",$1.31T,$30.56B,19.99M BTC,2.13% (24h),,
2026-03-08 18:46:16,"$66,128.17",$1.32T,$32.1B,19.99M BTC,1.78% (24h),,
2026-03-08 19:00:12,"$66,246.30",$1.32T,$31.57B,19.99M BTC,1.47% (24h),,
2026-03-08 19:27:54,"$66,497.40",$1.32T,$32.81B,19.99M BTC,1.27% (24h),,
2026-03-08 19:47:04,"$66,063.51",$1.32T,$32.86B,19.99M BTC,1.82% (24h),,
2026-03-08 19:59:15,"$65,967.09",$1.31T,$33.02B,19.99M BTC,1.94% (24h),,
2026-03-08 22:03:08,"$66,231.86",$1.32T,$35.66B,19.99M BTC,1.54% (24h),,
2026-03-09 00:26:26,"$67,463.63",$1.34T,$37.11B,19.99M BTC,0.63% (24h),,
2026-03-09 01:39:18,"$67,543.82",$1.35T,$37.14B,19.99M BTC,0.58% (24h),,
2026-03-09 02:41:44,"$67,308.79",$1.34T,$39.3B,19.99M BTC,0.27% (24h),,
2026-03-09 03:38:35,"$67,431.27",$1.34T,$39.68B,19.99M BTC,0.15% (24h),,
2026-03-09 04:06:59,"$67,519.51",$1.35T,$39.91B,19.99M BTC,0.32% (24h),,
2026-03-09 05:00:03,"$67,799.35",$1.35T,$40.78B,19.99M BTC,0.38% (24h),,
2026-03-09 05:54:36,"$68,125.34",$1.36T,$41.57B,19.99M BTC,0.61% (24h),,
2026-03-09 06:39:10,"$67,653.36",$1.35T,$41.98B,19.99M BTC,0.45% (24h),,
2026-03-09 07:23:44,"$67,482.99",$1.34T,$41.79B,19.99M BTC,0.28% (24h),,
2026-03-09 07:55:31,"$67,825.21",$1.35T,$41.99B,19.99M BTC,0.42% (24h),,
2026-03-09 08:41:44,"$68,302.59",$1.36T,$41.82B,19.99M BTC,1.36% (24h),,
2026-03-09 09:55:17,"$68,866.35",$1.37T,$43.29B,19.99M BTC,2.52% (24h),,
2026-03-09 10:44:26,"$69,350.20",$1.38T,$45.9B,19.99M BTC,3.38% (24h),,
2026-03-09 11:43:46,"$68,783.50",$1.37T,$47.73B,20M BTC,2.35% (24h),,
2026-03-09 12:42:30,"$69,045.71",$1.38T,$48.8B,20M BTC,3.12% (24h),,
2026-03-09 13:36:08,"$68,654.19",$1.37T,$49.48B,20M BTC,2.45% (24h),,
2026-03-09 14:11:31,"$68,444.65",$1.36T,$50.08B,20M BTC,2.19% (24h),,
2026-03-09 15:10:15,"$68,515.71",$1.37T,$50.8B,20M BTC,2.34% (24h),,
2026-03-09 15:50:30,"$68,924.08",$1.37T,$51.98B,20M BTC,2.25% (24h),,
2026-03-09 16:18:31,"$69,024.88",$1.38T,$52.89B,20M BTC,2.84% (24h),,
2026-03-09 16:54:07,"$68,887.54",$1.37T,$52.4B,20M BTC,2.44% (24h),,
2026-03-09 17:26:24,"$68,860.47",$1.37T,$52.31B,20M BTC,2.83% (24h),,
2026-03-09 17:54:35,"$68,964.62",$1.37T,$52.6B,20M BTC,3.02% (24h),,
2026-03-09 18:21:55,"$68,774.75",$1.37T,$50.62B,20M BTC,4.63% (24h),,
2026-03-09 18:51:28,"$68,619.10",$1.37T,$49.71B,20M BTC,3.85% (24h),,
2026-03-09 19:15:51,"$68,654.98",$1.37T,$49.67B,20M BTC,3.52% (24h),,
2026-03-09 19:46:08,"$68,510.64",$1.37T,$49.51B,20M BTC,3.66% (24h),,
2026-03-09 19:59:51,"$68,448.74",$1.36T,$49.51B,20M BTC,3.75% (24h),,
2026-03-09 21:57:58,"$69,281.04",$1.38T,$47.96B,20M BTC,4.53% (24h),,
2026-03-10 00:07:03,"$69,584.84",$1.39T,$49.17B,20M BTC,3.42% (24h),,
2026-03-10 01:15:38,"$70,182.90",$1.4T,$49.81B,20M BTC,4.5% (24h),,
2026-03-10 02:02:15,"$69,915.64",$1.39T,$49.14B,20M BTC,3.04% (24h),,
2026-03-10 03:06:09,"$69,977.51",$1.39T,$49.05B,20M BTC,4.2% (24h),,
2026-03-10 03:52:13,"$70,431.03",$1.4T,$49.69B,20M BTC,4.46% (24h),,
2026-03-10 04:33:32,"$70,934.37",$1.41T,$50.31B,20M BTC,4.61% (24h),,
2026-03-10 05:25:49,"$71,088.70",$1.42T,$50.53B,20M BTC,4.59% (24h),,
2026-03-10 06:06:10,"$71,017.59",$1.42T,$50.53B,20M BTC,4.43% (24h),,
2026-03-10 06:57:48,"$70,831.33",$1.41T,$50.32B,20M BTC,4.8% (24h),,
2026-03-10 07:30:22,"$70,658.60",$1.41T,$50.46B,20M BTC,4.74% (24h),,
2026-03-10 07:56:29,"$70,605.48",$1.41T,$51B,20M BTC,4.11% (24h),,
2026-03-10 08:41:09,"$70,450.67",$1.4T,$50.85B,20M BTC,3.24% (24h),,
2026-03-10 09:49:56,"$70,152.74",$1.4T,$50.32B,20M BTC,1.43% (24h),,
2026-03-10 10:36:46,"$69,956.77",$1.39T,$50.18B,20M BTC,1% (24h),,
2026-03-10 11:41:54,"$70,989.94",$1.41T,$51.57B,20M BTC,3.15% (24h),,
2026-03-10 12:39:05,"$71,332.10",$1.42T,$52.44B,20M BTC,3.55% (24h),,
2026-03-10 13:29:00,"$71,112.83",$1.42T,$52.52B,20M BTC,3.51% (24h),,
2026-03-10 14:08:36,"$70,788.99",$1.41T,$52.95B,20M BTC,3.57% (24h),,
2026-03-10 15:06:27,"$69,970.05",$1.39T,$54.13B,20M BTC,2.16% (24h),,
2026-03-10 15:48:24,"$69,983.70",$1.39T,$53.38B,20M BTC,1.4% (24h),,
2026-03-10 16:05:40,"$70,207.83",$1.4T,$53.25B,20M BTC,1.73% (24h),,
2026-03-10 16:48:37,"$70,299.76",$1.4T,$53.31B,20M BTC,2.14% (24h),,
2026-03-10 17:18:15,"$70,114.62",$1.4T,$52.33B,20M BTC,1.61% (24h),,
2026-03-10 17:45:37,"$69,686.47",$1.39T,$53.3B,20M BTC,1.03% (24h),,
2026-03-10 18:00:42,"$69,827.59",$1.39T,$53.27B,20M BTC,1.25% (24h),,
2026-03-10 18:31:32,"$69,637.97",$1.39T,$52.67B,20M BTC,1.14% (24h),,
2026-03-10 18:57:02,"$69,717.72",$1.39T,$53.45B,20M BTC,1.49% (24h),,
2026-03-10 19:21:42,"$69,725.92",$1.39T,$53.68B,20M BTC,1.68% (24h),,
2026-03-10 19:49:24,"$69,935.51",$1.39T,$53.97B,20M BTC,2.02% (24h),,
2026-03-10 20:00:49,"$69,919.45",$1.39T,$53.99B,20M BTC,2.15% (24h),,
2026-03-10 22:11:54,"$70,061.06",$1.4T,$52.96B,20M BTC,1.26% (24h),,
2026-03-11 00:20:10,"$69,744.25",$1.39T,$51.84B,20M BTC,0.15% (24h),,
2026-03-11 01:24:29,"$69,949.42",$1.39T,$51.71B,20M BTC,0.26% (24h),,
2026-03-11 02:07:37,"$69,607.83",$1.39T,$51.85B,20M BTC,0.44% (24h),,
2026-03-11 03:10:09,"$69,922.12",$1.39T,$50.83B,20M BTC,0.32% (24h),,
2026-03-11 03:53:07,"$69,732.04",$1.39T,$50.2B,20M BTC,0.99% (24h),,
2026-03-11 04:32:25,"$69,513.19",$1.39T,$49.22B,20M BTC,1.99% (24h),,
2026-03-11 05:25:29,"$69,615.48",$1.39T,$48.32B,20M BTC,2.2% (24h),,
2026-03-11 06:06:29,"$69,513.67",$1.39T,$47.72B,20M BTC,2.09% (24h),,
2026-03-11 06:58:11,"$69,614.07",$1.39T,$47.03B,20M BTC,1.71% (24h),,
2026-03-11 07:29:47,"$69,461.00",$1.38T,$47.19B,20M BTC,1.64% (24h),,
2026-03-11 07:56:44,"$69,321.07",$1.38T,$47.02B,20M BTC,1.84% (24h),,
2026-03-11 08:40:32,"$69,370.27",$1.38T,$46.67B,20M BTC,1.56% (24h),,
2026-03-11 09:51:44,"$70,050.83",$1.4T,$48.41B,20M BTC,0.17% (24h),,
2026-03-11 10:37:59,"$70,878.14",$1.41T,$47.45B,20M BTC,1.32% (24h),,
2026-03-11 11:29:27,"$70,317.02",$1.4T,$47.57B,20M BTC,1.47% (24h),,
2026-03-11 12:12:27,"$70,348.34",$1.4T,$46.97B,20M BTC,1.2% (24h),,
2026-03-11 13:13:30,"$70,907.21",$1.41T,$47.19B,20M BTC,0.54% (24h),,
2026-03-11 14:06:26,"$70,846.24",$1.41T,$47.99B,20M BTC,0.02% (24h),,
2026-03-11 15:08:22,"$70,573.69",$1.41T,$47.51B,20M BTC,0.72% (24h),,
2026-03-11 15:49:53,"$70,675.07",$1.41T,$47.15B,20M BTC,1% (24h),,
2026-03-11 16:19:46,"$70,525.97",$1.41T,$46.65B,20M BTC,0.68% (24h),,
2026-03-11 16:53:32,"$70,510.98",$1.41T,$46.66B,20M BTC,0.31% (24h),,
2026-03-11 17:26:55,"$70,600.77",$1.41T,$46.39B,20M BTC,0.77% (24h),,
2026-03-11 17:55:26,"$70,777.22",$1.41T,$45.84B,20M BTC,1.42% (24h),,
2026-03-11 18:21:28,"$70,605.93",$1.41T,$45.57B,20M BTC,1.58% (24h),,
2026-03-11 18:46:40,"$70,409.48",$1.4T,$45.68B,20M BTC,1.13% (24h),,
2026-03-11 19:00:40,"$70,474.71",$1.4T,$45.81B,20M BTC,1.1% (24h),,
2026-03-11 19:30:33,"$70,355.02",$1.4T,$45.73B,20M BTC,0.77% (24h),,
2026-03-11 19:51:42,"$70,297.06",$1.4T,$45.21B,20M BTC,0.49% (24h),,
2026-03-11 20:03:01,"$70,194.28",$1.4T,$45.21B,20M BTC,0.47% (24h),,
2026-03-11 22:53:54,"$69,251.41",$1.38T,$44.44B,20M BTC,0.76% (24h),,
2026-03-12 00:44:05,"$69,399.20",$1.38T,$43.53B,20M BTC,0.84% (24h),,
2026-03-12 01:42:17,"$69,522.67",$1.39T,$43.63B,20M BTC,0.28% (24h),,
2026-03-12 02:37:02,"$69,500.72",$1.39T,$43.3B,20M BTC,0.57% (24h),,
2026-03-12 03:32:45,"$69,743.08",$1.39T,$43.49B,20M BTC,0.02% (24h),,
2026-03-12 04:05:56,"$69,904.04",$1.39T,$43.45B,20M BTC,0.23% (24h),,
2026-03-12 04:59:16,"$69,851.35",$1.39T,$43.83B,20M BTC,0.3% (24h),,
2026-03-12 05:42:19,"$69,987.85",$1.39T,$44.14B,20M BTC,0.58% (24h),,
2026-03-12 06:26:28,"$70,129.54",$1.4T,$43.55B,20M BTC,0.94% (24h),,
2026-03-12 07:05:54,"$70,416.94",$1.4T,$44.74B,20M BTC,1.15% (24h),,
2026-03-12 07:40:40,"$70,662.29",$1.41T,$45.02B,20M BTC,1.7% (24h),,
2026-03-12 07:58:01,"$70,443.77",$1.4T,$45.22B,20M BTC,1.7% (24h),,
2026-03-12 08:46:16,"$70,483.29",$1.4T,$44.75B,20M BTC,1.82% (24h),,
2026-03-12 09:51:09,"$70,091.06",$1.4T,$42.64B,20M BTC,0.23% (24h),,
2026-03-12 10:38:21,"$69,627.82",$1.39T,$42.4B,20M BTC,1.76% (24h),,
2026-03-12 11:38:16,"$70,264.74",$1.4T,$42.32B,20M BTC,0.16% (24h),,
2026-03-12 12:40:09,"$70,434.83",$1.4T,$43.12B,20M BTC,0.37% (24h),,
2026-03-12 13:31:51,"$70,395.52",$1.4T,$41.06B,20M BTC,1.32% (24h),,
2026-03-12 14:30:17,"$70,025.03",$1.4T,$40.44B,20M BTC,0.98% (24h),,
2026-03-12 15:25:39,"$70,107.61",$1.4T,$40.11B,20M BTC,0.63% (24h),,
2026-03-12 15:58:20,"$70,506.36",$1.41T,$40.93B,20M BTC,0.16% (24h),,
2026-03-12 16:31:31,"$70,257.84",$1.4T,$41.32B,20M BTC,0.29% (24h),,
2026-03-12 17:02:28,"$70,284.75",$1.4T,$41.28B,20M BTC,0.58% (24h),,
2026-03-12 17:46:14,"$70,279.13",$1.4T,$41.06B,20M BTC,0.46% (24h),,
2026-03-12 18:02:25,"$70,283.67",$1.4T,$40.9B,20M BTC,0.7% (24h),,
2026-03-12 18:40:51,"$70,087.62",$1.4T,$40.71B,20M BTC,0.4% (24h),,
2026-03-12 19:00:21,"$70,201.82",$1.4T,$40.24B,20M BTC,0.24% (24h),,
2026-03-12 19:53:36,"$70,562.65",$1.41T,$40.93B,20M BTC,0.44% (24h),,
2026-03-12 21:17:59,"$71,691.92",$1.43T,$44.36B,20M BTC,2.52% (24h),,
2026-03-12 23:39:05,"$71,045.52",$1.42T,$44.93B,20M BTC,2.16% (24h),,
2026-03-13 01:04:44,"$71,342.79",$1.42T,$45.69B,20M BTC,2.76% (24h),,
2026-03-13 02:01:13,"$71,580.33",$1.43T,$45.44B,20M BTC,3.12% (24h),,
2026-03-13 03:01:47,"$71,257.04",$1.42T,$46.59B,20M BTC,2.54% (24h),,
2026-03-13 03:50:11,"$71,605.99",$1.43T,$46.04B,20M BTC,2.52% (24h),,
2026-03-13 04:25:03,"$71,571.91",$1.43T,$47.04B,20M BTC,2.31% (24h),,
2026-03-13 05:05:33,"$71,876.51",$1.43T,$48.03B,20M BTC,2.82% (24h),,
2026-03-13 05:55:07,"$72,011.99",$1.44T,$47.77B,20M BTC,2.9% (24h),,
2026-03-13 06:29:19,"$72,340.46",$1.44T,$48.58B,20M BTC,3.14% (24h),,
2026-03-13 07:05:19,"$72,421.79",$1.44T,$48.99B,20M BTC,2.78% (24h),,
2026-03-13 07:42:20,"$72,309.07",$1.44T,$49.13B,20M BTC,2.21% (24h),,
2026-03-13 08:03:18,"$72,325.98",$1.44T,$48.94B,20M BTC,2.75% (24h),,
2026-03-13 09:24:03,"$73,170.42",$1.46T,$49.97B,20M BTC,4.45% (24h),,
2026-03-13 10:11:21,"$73,455.63",$1.46T,$52.04B,20M BTC,4.39% (24h),,
2026-03-13 11:01:12,"$72,419.79",$1.44T,$53.91B,20M BTC,4.08% (24h),,
2026-03-13 11:48:52,"$72,230.28",$1.44T,$56.54B,20M BTC,2.73% (24h),,
2026-03-13 12:23:00,"$71,438.78",$1.42T,$56.9B,20M BTC,1.26% (24h),,
2026-03-13 13:05:52,"$71,961.54",$1.43T,$58.67B,20M BTC,2.09% (24h),,
